eta,alpha,classifier_free_guidance_weight,mean (100th),std (100th),mean (80th),std (80th),mean (50th),std (50th)
0.0,0.8,-1.5,0.8859179392457008,0.044002621513249504,0.7316869869828224,0.07030519011436885,0.5112520307302475,0.08982943908851274
0.0,0.9,-1.5,0.8662054687738419,0.04180447709478295,0.6875855252146721,0.07748858843179843,0.4746035560965538,0.09959928943975839
0.0,0.95,-1.5,0.8495685383677483,0.038260577265918,0.6865202337503433,0.06825534165335836,0.4703192785382271,0.08278158426102564
0.0,1.0,-1.5,0.8621443659067154,0.04299909118535174,0.665319599211216,0.06712249579801582,0.42220234498381615,0.08565215463455841
0.0,0.8,-1,0.940870888531208,0.038871568390653276,0.8374148532748222,0.04393283883640328,0.7040914744138718,0.12253913666276349
0.0,0.9,-1,0.940870888531208,0.038871568390653276,0.8374148532748222,0.04393283883640328,0.7040914744138718,0.12253913666276349
0.0,0.95,-1,0.940870888531208,0.038871568390653276,0.8374148532748222,0.04393283883640328,0.7040914744138718,0.12253913666276349
0.0,1.0,-1,0.940870888531208,0.038871568390653276,0.8374148532748222,0.04393283883640328,0.7040914744138718,0.12253913666276349
0.0,0.8,-0.5,0.9311104565858841,0.050906184908456664,0.8279079049825668,0.0754787068894666,0.6958717405796051,0.13182224179467933
0.0,0.9,-0.5,0.9258837550878525,0.052807124491903404,0.8288170695304871,0.07196372500755317,0.6690443642437458,0.11643939024522333
0.0,0.95,-0.5,0.9281423464417458,0.05669809042142651,0.8181886672973633,0.07373780995467707,0.6644274517893791,0.1295269660979768
0.0,1.0,-0.5,0.9243754893541336,0.04721213687933675,0.8263546600937843,0.072031576437509,0.6679542884230614,0.13868710259478062
0.0,0.8,0,0.8992197811603546,0.05632849940835741,0.7723409831523895,0.12159384641938775,0.6388070546090603,0.1440102746884984
0.0,0.9,0,0.9030908048152924,0.05549353782014521,0.7724657952785492,0.10938593661657423,0.6329228617250919,0.14754528324950095
0.0,0.95,0,0.9093110412359238,0.0534832025759452,0.7702439352869987,0.09908148415172881,0.6139182262122631,0.14171407765180608
0.0,1.0,0,0.9016449972987175,0.0548090850995832,0.7678408920764923,0.10200629329753193,0.6182901561260223,0.1301751637926726
0.0,0.8,0.5,0.8926875069737434,0.0348459632377874,0.7371104434132576,0.088763090990578,0.5615963637828827,0.11527159846633825
0.0,0.9,0.5,0.863255150616169,0.06481405818207792,0.7221912518143654,0.10517814588905033,0.5473137237131596,0.1570178112097822
0.0,0.95,0.5,0.8783331513404846,0.05102827650836584,0.7348492592573166,0.09422690523247627,0.5669381953775883,0.13090595532599292
0.0,1.0,0.5,0.8674773573875427,0.06610749540569356,0.7191598638892174,0.09143124428550742,0.5493448488414288,0.1300392257457984
0.0,0.8,1,0.8495144098997116,0.07456251826204491,0.6557402051985264,0.13026540911727544,0.4955463968217373,0.14134302624056644
0.0,0.9,1,0.8553094044327736,0.06051479645875878,0.679427482187748,0.09336761072555216,0.5108602941036224,0.14229690697325076
0.0,0.95,1,0.8313384875655174,0.0702279671564683,0.6651794910430908,0.10005805062869627,0.5013496801257133,0.13497734461627955
0.0,1.0,1,0.8261535316705704,0.07862081181214668,0.6429414674639702,0.12023102368674775,0.47988881170749664,0.13123658191511242
0.0,0.8,1.5,0.8180122226476669,0.08788397037681023,0.6269814185798168,0.12863740337086035,0.44978345930576324,0.13878741876784823
0.0,0.9,1.5,0.8294292762875557,0.0721020507215143,0.6457133032381535,0.1104168457816158,0.43536452017724514,0.12221667242536081
0.0,0.95,1.5,0.8302289918065071,0.060527203052827355,0.6351013816893101,0.08787593394158541,0.42295094579458237,0.11827859018142826
0.0,1.0,1.5,1.089765802025795,0.7569759761976704,0.6040389612317085,0.09889894173235107,0.4315386153757572,0.13855928274245355
0.0,0.8,2,0.8221844211220741,0.07796162985923927,0.6112781800329685,0.13775246954407777,0.4370067473500967,0.15598524676381328
0.0,0.9,2,0.8150252774357796,0.11139497119582066,0.5849649272859097,0.14258150733807703,0.3966417461633682,0.12895453605751261
0.0,0.95,2,0.7927357777953148,0.0979934509211518,0.5895605981349945,0.12770833338816495,0.4030786659568548,0.13894891487307087
0.0,1.0,2,0.7794614806771278,0.10212519008682375,0.5490578375756741,0.1336606366118563,0.3954245802015066,0.13101120883822687
0.0,0.8,2.5,0.7853127866983414,0.08216478178499476,0.5436961799860001,0.16142508060456284,0.40539551340043545,0.15201953735735002
0.0,0.9,2.5,0.7777030542492867,0.109988984559485,0.5578914359211922,0.15463369712265687,0.3926355391740799,0.15233938743531886
0.0,0.95,2.5,0.7578683532774448,0.13168237539261568,0.553803026676178,0.16681727307411784,0.38833959959447384,0.154206723331948
0.0,1.0,2.5,0.7670174166560173,0.1107336781753702,0.5707581117749214,0.14134041610944909,0.38256999757140875,0.15013479188297132
0.0,0.8,3,0.7792212069034576,0.12342523225477856,0.53344901278615,0.1627131476673468,0.4050689283758402,0.16562543688230294
0.0,0.9,3,0.761616587638855,0.13568201415048292,0.5289159938693047,0.15779718244237637,0.3900714246556163,0.1533689673409961
0.0,0.95,3,0.7539078108966351,0.1552594552286501,0.5392485707998276,0.1616934437434884,0.38055242225527763,0.13853434889821178
0.0,1.0,3,0.743986189365387,0.12378276803220839,0.5171753726899624,0.15147846140987123,0.3651910936459899,0.13906076223786862
0.0,0.8,4,0.735958032310009,0.14962073688674626,0.5338699277490377,0.176041548358984,0.3566996902227402,0.14447058559405274
0.0,0.9,4,0.8761521428823471,0.4455464434978178,0.49342653155326843,0.15694557943345055,0.33672170154750347,0.13558491689854707
0.0,0.95,4,0.7146503143012524,0.16873977034270565,0.4822140038013458,0.15967690401519258,0.31350354943424463,0.12626172469545685
0.0,1.0,4,0.6713085658848286,0.1850917865934167,0.4463421255350113,0.1683003907779228,0.28594546020030975,0.12289167386922337
0.05,0.8,-1.5,0.8810878470540047,0.02796378481207594,0.7303684875369072,0.0702236651831194,0.5205066427588463,0.09375830038387069
0.05,0.9,-1.5,0.8692783862352371,0.03766340330885955,0.7015394121408463,0.07771327270558302,0.4624067321419716,0.09484281373029903
0.05,0.95,-1.5,0.8545714169740677,0.03937832167422241,0.6828891038894653,0.06966114219589067,0.4555600807070732,0.08243319341553483
0.05,1.0,-1.5,0.846469946205616,0.04371200175664002,0.6629606932401657,0.07704770778550116,0.4266967475414276,0.08843137912822449
0.05,0.8,-1,0.9304625168442726,0.03363817689227981,0.8372927606105804,0.04102450664373385,0.7051824703812599,0.11582759395807901
0.05,0.9,-1,0.9304625168442726,0.03363817689227981,0.8372927606105804,0.04102450664373385,0.7051824703812599,0.11582759395807901
0.05,0.95,-1,0.9304625168442726,0.03363817689227981,0.8372927606105804,0.04102450664373385,0.7051824703812599,0.11582759395807901
0.05,1.0,-1,0.9304625168442726,0.03363817689227981,0.8372927606105804,0.04102450664373385,0.7051824703812599,0.11582759395807901
0.05,0.8,-0.5,0.9356521591544151,0.048223301342511925,0.8335633873939514,0.0649205847550532,0.6882637552917004,0.11343023377215802
0.05,0.9,-0.5,0.9293784201145172,0.037253154851729586,0.826455369591713,0.06746190676857072,0.6625953651964664,0.11550230527419256
0.05,0.95,-0.5,0.927886389195919,0.047085238474755514,0.8229990974068642,0.06733509236713657,0.6632399074733257,0.13761008010278256
0.05,1.0,-0.5,0.9304352477192879,0.050683086180613963,0.821591392159462,0.08098119751559132,0.6560127884149551,0.1463803281185205
0.05,0.8,0,0.9143580868840218,0.05389249883076207,0.7925937622785568,0.09180980609582558,0.6416730098426342,0.14564869137728526
0.05,0.9,0,0.9077012911438942,0.055110794916961005,0.76622574031353,0.11544820127723535,0.623136255890131,0.14448843706572737
0.05,0.95,0,0.9029384329915047,0.05479924942959516,0.7826485112309456,0.08272907184523727,0.628198616206646,0.13570366759409955
0.05,1.0,0,0.8930671736598015,0.053572077261964494,0.7653027102351189,0.09870698960768723,0.6172298043966293,0.1426552030828105
0.05,0.8,0.5,0.8849989697337151,0.05997158943550217,0.7314213588833809,0.08541987945233745,0.5613067969679832,0.13796034870698526
0.05,0.9,0.5,0.8800542801618576,0.05441846318997719,0.7356081381440163,0.08314249077460267,0.5479222014546394,0.14896055068050498
0.05,0.95,0.5,0.8685589507222176,0.06254512562744738,0.7352661862969398,0.0969732978063434,0.555374413728714,0.13078764197047443
0.05,1.0,0.5,0.863317221403122,0.05929121917758193,0.7275426685810089,0.08355816558039121,0.5404346212744713,0.1328152455451731
0.05,0.8,1,0.8515426889061928,0.06888224435013471,0.6566778719425201,0.1339909840823195,0.4973529726266861,0.15680255810285465
0.05,0.9,1,0.8513879552483559,0.06572007769055487,0.66067124158144,0.12024963790326458,0.4965650774538517,0.15003829159920165
0.05,0.95,1,0.8247422426939011,0.08058532265193478,0.650185476988554,0.11959222577293586,0.49484050646424294,0.13734554072526817
0.05,1.0,1,0.8255980908870697,0.06777255190107458,0.6270598508417606,0.12857751490830088,0.4772511497139931,0.1356532745843001
0.05,0.8,1.5,0.8305732607841492,0.07183367208736942,0.6406189128756523,0.119907716148876,0.4604569710791111,0.1449099159016205
0.05,0.9,1.5,0.8130073770880699,0.07033074950198577,0.6370555683970451,0.10215275479589386,0.44602713361382484,0.13789013336349784
0.05,0.95,1.5,0.8429309725761414,0.07456998842723686,0.6329152844846249,0.10200777064641411,0.427483880892396,0.1195520276844391
0.05,1.0,1.5,0.8117138668894768,0.06647993912498665,0.5960671082139015,0.10409450742906012,0.426109304651618,0.13473144688301333
0.05,0.8,2,0.9614771008491516,0.34719521551051735,0.6155803985893726,0.14685075951574114,0.43829826079308987,0.1516907421696194
0.05,0.9,2,0.7973550483584404,0.10158069269717938,0.6042041443288326,0.11044020497187583,0.40922042913734913,0.13686699132365435
0.05,0.95,2,0.794534482061863,0.08248943209425282,0.5754901394248009,0.1334838311971358,0.4118683245033026,0.13985462538383325
0.05,1.0,2,0.7811020985245705,0.09632919280977556,0.5516894087195396,0.13620083076193076,0.3900795504450798,0.1366306382662615
0.05,0.8,2.5,0.7742677479982376,0.1044778855860541,0.5371512360870838,0.14922835351737176,0.40764251351356506,0.14871942137651026
0.05,0.9,2.5,0.7681061513721943,0.12265005670480209,0.5462703593075275,0.14515043760943014,0.39223760925233364,0.1468076104899061
0.05,0.95,2.5,1.7463160157203674,2.597567084689125,0.5558176375925541,0.1533325197960454,0.3869957346469164,0.15370319102085575
0.05,1.0,2.5,0.748872984200716,0.15386983869930101,0.5284323655068874,0.15426859399411405,0.38388041965663433,0.14411086016190897
0.05,0.8,3,0.7800024002790451,0.09168442516484357,0.5290679149329662,0.16628880292566095,0.3896371554583311,0.15410500873209212
0.05,0.9,3,0.7482652775943279,0.14677395173835142,0.5387312509119511,0.15788637799691055,0.39090526290237904,0.15359802880546092
0.05,0.95,3,0.7650899440050125,0.1549284724967791,0.5260419771075249,0.16121948383618523,0.3821326354518533,0.14502380377023133
0.05,1.0,3,0.7302619218826294,0.14887246803978463,0.4976583607494831,0.15685636845835263,0.36082206293940544,0.1302729846311243
0.05,0.8,4,0.7506166771054268,0.15090599254969936,0.5284824930131435,0.17253176730025724,0.35616037994623184,0.14226263844745457
0.05,0.9,4,0.7325535453855991,0.16565448080810707,0.4885320048779249,0.16124856710569427,0.34125006198883057,0.1459669729150469
0.05,0.95,4,0.7179265134036541,0.1703153520601295,0.47160656191408634,0.17545382228120568,0.3218723013997078,0.1404703621342336
0.05,1.0,4,0.6926243677735329,0.1846082676867044,0.437038904055953,0.17447588340125966,0.29080858640372753,0.11078597854314823
0.1,0.8,-1.5,0.8784967362880707,0.032567811041921094,0.7295961454510689,0.05949288882382474,0.5013212598860264,0.09295178274500206
0.1,0.9,-1.5,0.8688648045063019,0.033508695914774525,0.6999388411641121,0.08528192337023405,0.46181703731417656,0.09872751088404517
0.1,0.95,-1.5,0.8588796034455299,0.0473593042154761,0.6781917959451675,0.07837551650926194,0.44232674688100815,0.09143274782942742
0.1,1.0,-1.5,0.8659469410777092,0.03369027681715347,0.6696476116776466,0.058169744600376445,0.41950980201363564,0.08112274656293149
0.1,0.8,-1,0.9299804791808128,0.0372406354098969,0.8399729579687119,0.0361375972839697,0.7009726092219353,0.11340510276532328
